Date,Year,Month,Day,Quarter,Start of Quarter,Start of Month,Start of Week,Day Name,Season,Is_Weekend
7/18/2022,2022,7,18,3,7/1/2022,7/1/2022,7/17/2022,Monday,Summer,0
7/19/2022,2022,7,19,3,7/1/2022,7/1/2022,7/17/2022,Tuesday,Summer,0
7/20/2022,2022,7,20,3,7/1/2022,7/1/2022,7/17/2022,Wednesday,Summer,0
7/21/2022,2022,7,21,3,7/1/2022,7/1/2022,7/17/2022,Thursday,Summer,0
7/22/2022,2022,7,22,3,7/1/2022,7/1/2022,7/17/2022,Friday,Summer,0
7/23/2022,2022,7,23,3,7/1/2022,7/1/2022,7/17/2022,Saturday,Summer,1
7/24/2022,2022,7,24,3,7/1/2022,7/1/2022,7/24/2022,Sunday,Summer,1
7/25/2022,2022,7,25,3,7/1/2022,7/1/2022,7/24/2022,Monday,Summer,0
7/26/2022,2022,7,26,3,7/1/2022,7/1/2022,7/24/2022,Tuesday,Summer,0
7/27/2022,2022,7,27,3,7/1/2022,7/1/2022,7/24/2022,Wednesday,Summer,0
7/28/2022,2022,7,28,3,7/1/2022,7/1/2022,7/24/2022,Thursday,Summer,0
7/29/2022,2022,7,29,3,7/1/2022,7/1/2022,7/24/2022,Friday,Summer,0
7/30/2022,2022,7,30,3,7/1/2022,7/1/2022,7/24/2022,Saturday,Summer,1
7/31/2022,2022,7,31,3,7/1/2022,7/1/2022,7/31/2022,Sunday,Summer,1
8/1/2022,2022,8,1,3,7/1/2022,8/1/2022,7/31/2022,Monday,Summer,0
8/2/2022,2022,8,2,3,7/1/2022,8/1/2022,7/31/2022,Tuesday,Summer,0
8/3/2022,2022,8,3,3,7/1/2022,8/1/2022,7/31/2022,Wednesday,Summer,0
8/4/2022,2022,8,4,3,7/1/2022,8/1/2022,7/31/2022,Thursday,Summer,0
8/5/2022,2022,8,5,3,7/1/2022,8/1/2022,7/31/2022,Friday,Summer,0
8/6/2022,2022,8,6,3,7/1/2022,8/1/2022,7/31/2022,Saturday,Summer,1
8/7/2022,2022,8,7,3,7/1/2022,8/1/2022,8/7/2022,Sunday,Summer,1
8/8/2022,2022,8,8,3,7/1/2022,8/1/2022,8/7/2022,Monday,Summer,0
8/9/2022,2022,8,9,3,7/1/2022,8/1/2022,8/7/2022,Tuesday,Summer,0
8/10/2022,2022,8,10,3,7/1/2022,8/1/2022,8/7/2022,Wednesday,Summer,0
8/11/2022,2022,8,11,3,7/1/2022,8/1/2022,8/7/2022,Thursday,Summer,0
8/12/2022,2022,8,12,3,7/1/2022,8/1/2022,8/7/2022,Friday,Summer,0
8/13/2022,2022,8,13,3,7/1/2022,8/1/2022,8/7/2022,Saturday,Summer,1
8/14/2022,2022,8,14,3,7/1/2022,8/1/2022,8/14/2022,Sunday,Summer,1
8/15/2022,2022,8,15,3,7/1/2022,8/1/2022,8/14/2022,Monday,Summer,0
8/16/2022,2022,8,16,3,7/1/2022,8/1/2022,8/14/2022,Tuesday,Summer,0
8/17/2022,2022,8,17,3,7/1/2022,8/1/2022,8/14/2022,Wednesday,Summer,0
8/18/2022,2022,8,18,3,7/1/2022,8/1/2022,8/14/2022,Thursday,Summer,0
8/19/2022,2022,8,19,3,7/1/2022,8/1/2022,8/14/2022,Friday,Summer,0
8/20/2022,2022,8,20,3,7/1/2022,8/1/2022,8/14/2022,Saturday,Summer,1
8/21/2022,2022,8,21,3,7/1/2022,8/1/2022,8/21/2022,Sunday,Summer,1
8/22/2022,2022,8,22,3,7/1/2022,8/1/2022,8/21/2022,Monday,Summer,0
8/23/2022,2022,8,23,3,7/1/2022,8/1/2022,8/21/2022,Tuesday,Summer,0
8/24/2022,2022,8,24,3,7/1/2022,8/1/2022,8/21/2022,Wednesday,Summer,0
8/25/2022,2022,8,25,3,7/1/2022,8/1/2022,8/21/2022,Thursday,Summer,0
8/26/2022,2022,8,26,3,7/1/2022,8/1/2022,8/21/2022,Friday,Summer,0
8/27/2022,2022,8,27,3,7/1/2022,8/1/2022,8/21/2022,Saturday,Summer,1
8/28/2022,2022,8,28,3,7/1/2022,8/1/2022,8/28/2022,Sunday,Summer,1
8/29/2022,2022,8,29,3,7/1/2022,8/1/2022,8/28/2022,Monday,Summer,0
8/30/2022,2022,8,30,3,7/1/2022,8/1/2022,8/28/2022,Tuesday,Summer,0
8/31/2022,2022,8,31,3,7/1/2022,8/1/2022,8/28/2022,Wednesday,Summer,0
9/1/2022,2022,9,1,3,7/1/2022,9/1/2022,8/28/2022,Thursday,Fall,0
9/2/2022,2022,9,2,3,7/1/2022,9/1/2022,8/28/2022,Friday,Fall,0
9/3/2022,2022,9,3,3,7/1/2022,9/1/2022,8/28/2022,Saturday,Fall,1
9/4/2022,2022,9,4,3,7/1/2022,9/1/2022,9/4/2022,Sunday,Fall,1
9/5/2022,2022,9,5,3,7/1/2022,9/1/2022,9/4/2022,Monday,Fall,0
9/6/2022,2022,9,6,3,7/1/2022,9/1/2022,9/4/2022,Tuesday,Fall,0
9/7/2022,2022,9,7,3,7/1/2022,9/1/2022,9/4/2022,Wednesday,Fall,0
9/8/2022,2022,9,8,3,7/1/2022,9/1/2022,9/4/2022,Thursday,Fall,0
9/9/2022,2022,9,9,3,7/1/2022,9/1/2022,9/4/2022,Friday,Fall,0
9/10/2022,2022,9,10,3,7/1/2022,9/1/2022,9/4/2022,Saturday,Fall,1
9/11/2022,2022,9,11,3,7/1/2022,9/1/2022,9/11/2022,Sunday,Fall,1
9/12/2022,2022,9,12,3,7/1/2022,9/1/2022,9/11/2022,Monday,Fall,0
9/13/2022,2022,9,13,3,7/1/2022,9/1/2022,9/11/2022,Tuesday,Fall,0
9/14/2022,2022,9,14,3,7/1/2022,9/1/2022,9/11/2022,Wednesday,Fall,0
9/15/2022,2022,9,15,3,7/1/2022,9/1/2022,9/11/2022,Thursday,Fall,0
9/16/2022,2022,9,16,3,7/1/2022,9/1/2022,9/11/2022,Friday,Fall,0
9/17/2022,2022,9,17,3,7/1/2022,9/1/2022,9/11/2022,Saturday,Fall,1
9/18/2022,2022,9,18,3,7/1/2022,9/1/2022,9/18/2022,Sunday,Fall,1
9/19/2022,2022,9,19,3,7/1/2022,9/1/2022,9/18/2022,Monday,Fall,0
9/20/2022,2022,9,20,3,7/1/2022,9/1/2022,9/18/2022,Tuesday,Fall,0
9/21/2022,2022,9,21,3,7/1/2022,9/1/2022,9/18/2022,Wednesday,Fall,0
9/22/2022,2022,9,22,3,7/1/2022,9/1/2022,9/18/2022,Thursday,Fall,0
9/23/2022,2022,9,23,3,7/1/2022,9/1/2022,9/18/2022,Friday,Fall,0
9/24/2022,2022,9,24,3,7/1/2022,9/1/2022,9/18/2022,Saturday,Fall,1
9/25/2022,2022,9,25,3,7/1/2022,9/1/2022,9/25/2022,Sunday,Fall,1
9/26/2022,2022,9,26,3,7/1/2022,9/1/2022,9/25/2022,Monday,Fall,0
9/27/2022,2022,9,27,3,7/1/2022,9/1/2022,9/25/2022,Tuesday,Fall,0
9/28/2022,2022,9,28,3,7/1/2022,9/1/2022,9/25/2022,Wednesday,Fall,0
9/29/2022,2022,9,29,3,7/1/2022,9/1/2022,9/25/2022,Thursday,Fall,0
9/30/2022,2022,9,30,3,7/1/2022,9/1/2022,9/25/2022,Friday,Fall,0
10/1/2022,2022,10,1,3,10/1/2022,10/1/2022,9/25/2022,Saturday,Fall,1
10/2/2022,2022,10,2,4,10/1/2022,10/1/2022,10/2/2022,Sunday,Fall,1
10/3/2022,2022,10,3,4,10/1/2022,10/1/2022,10/2/2022,Monday,Fall,0
10/4/2022,2022,10,4,4,10/1/2022,10/1/2022,10/2/2022,Tuesday,Fall,0
10/5/2022,2022,10,5,4,10/1/2022,10/1/2022,10/2/2022,Wednesday,Fall,0
10/6/2022,2022,10,6,4,10/1/2022,10/1/2022,10/2/2022,Thursday,Fall,0
10/7/2022,2022,10,7,4,10/1/2022,10/1/2022,10/2/2022,Friday,Fall,0
10/8/2022,2022,10,8,4,10/1/2022,10/1/2022,10/2/2022,Saturday,Fall,1
10/9/2022,2022,10,9,4,10/1/2022,10/1/2022,10/9/2022,Sunday,Fall,1
10/10/2022,2022,10,10,4,10/1/2022,10/1/2022,10/9/2022,Monday,Fall,0
10/11/2022,2022,10,11,4,10/1/2022,10/1/2022,10/9/2022,Tuesday,Fall,0
10/12/2022,2022,10,12,4,10/1/2022,10/1/2022,10/9/2022,Wednesday,Fall,0
10/13/2022,2022,10,13,4,10/1/2022,10/1/2022,10/9/2022,Thursday,Fall,0
10/14/2022,2022,10,14,4,10/1/2022,10/1/2022,10/9/2022,Friday,Fall,0
10/15/2022,2022,10,15,4,10/1/2022,10/1/2022,10/9/2022,Saturday,Fall,1
10/16/2022,2022,10,16,4,10/1/2022,10/1/2022,10/16/2022,Sunday,Fall,1
10/17/2022,2022,10,17,4,10/1/2022,10/1/2022,10/16/2022,Monday,Fall,0
10/18/2022,2022,10,18,4,10/1/2022,10/1/2022,10/16/2022,Tuesday,Fall,0
10/19/2022,2022,10,19,4,10/1/2022,10/1/2022,10/16/2022,Wednesday,Fall,0
10/20/2022,2022,10,20,4,10/1/2022,10/1/2022,10/16/2022,Thursday,Fall,0
10/21/2022,2022,10,21,4,10/1/2022,10/1/2022,10/16/2022,Friday,Fall,0
10/22/2022,2022,10,22,4,10/1/2022,10/1/2022,10/16/2022,Saturday,Fall,1
10/23/2022,2022,10,23,4,10/1/2022,10/1/2022,10/23/2022,Sunday,Fall,1
10/24/2022,2022,10,24,4,10/1/2022,10/1/2022,10/23/2022,Monday,Fall,0
10/25/2022,2022,10,25,4,10/1/2022,10/1/2022,10/23/2022,Tuesday,Fall,0
10/26/2022,2022,10,26,4,10/1/2022,10/1/2022,10/23/2022,Wednesday,Fall,0
10/27/2022,2022,10,27,4,10/1/2022,10/1/2022,10/23/2022,Thursday,Fall,0
10/28/2022,2022,10,28,4,10/1/2022,10/1/2022,10/23/2022,Friday,Fall,0
10/29/2022,2022,10,29,4,10/1/2022,10/1/2022,10/23/2022,Saturday,Fall,1
10/30/2022,2022,10,30,4,10/1/2022,10/1/2022,10/30/2022,Sunday,Fall,1
10/31/2022,2022,10,31,4,10/1/2022,10/1/2022,10/30/2022,Monday,Fall,0
11/1/2022,2022,11,1,4,10/1/2022,11/1/2022,10/30/2022,Tuesday,Fall,0
11/2/2022,2022,11,2,4,10/1/2022,11/1/2022,10/30/2022,Wednesday,Fall,0
11/3/2022,2022,11,3,4,10/1/2022,11/1/2022,10/30/2022,Thursday,Fall,0
11/4/2022,2022,11,4,4,10/1/2022,11/1/2022,10/30/2022,Friday,Fall,0
11/5/2022,2022,11,5,4,10/1/2022,11/1/2022,10/30/2022,Saturday,Fall,1
11/6/2022,2022,11,6,4,10/1/2022,11/1/2022,11/6/2022,Sunday,Fall,1
11/7/2022,2022,11,7,4,10/1/2022,11/1/2022,11/6/2022,Monday,Fall,0
11/8/2022,2022,11,8,4,10/1/2022,11/1/2022,11/6/2022,Tuesday,Fall,0
11/9/2022,2022,11,9,4,10/1/2022,11/1/2022,11/6/2022,Wednesday,Fall,0
11/10/2022,2022,11,10,4,10/1/2022,11/1/2022,11/6/2022,Thursday,Fall,0
11/11/2022,2022,11,11,4,10/1/2022,11/1/2022,11/6/2022,Friday,Fall,0
11/12/2022,2022,11,12,4,10/1/2022,11/1/2022,11/6/2022,Saturday,Fall,1
11/13/2022,2022,11,13,4,10/1/2022,11/1/2022,11/13/2022,Sunday,Fall,1
11/14/2022,2022,11,14,4,10/1/2022,11/1/2022,11/13/2022,Monday,Fall,0
11/15/2022,2022,11,15,4,10/1/2022,11/1/2022,11/13/2022,Tuesday,Fall,0
11/16/2022,2022,11,16,4,10/1/2022,11/1/2022,11/13/2022,Wednesday,Fall,0
11/17/2022,2022,11,17,4,10/1/2022,11/1/2022,11/13/2022,Thursday,Fall,0
11/18/2022,2022,11,18,4,10/1/2022,11/1/2022,11/13/2022,Friday,Fall,0
11/19/2022,2022,11,19,4,10/1/2022,11/1/2022,11/13/2022,Saturday,Fall,1
11/20/2022,2022,11,20,4,10/1/2022,11/1/2022,11/20/2022,Sunday,Fall,1
11/21/2022,2022,11,21,4,10/1/2022,11/1/2022,11/20/2022,Monday,Fall,0
11/22/2022,2022,11,22,4,10/1/2022,11/1/2022,11/20/2022,Tuesday,Fall,0
11/23/2022,2022,11,23,4,10/1/2022,11/1/2022,11/20/2022,Wednesday,Fall,0
11/24/2022,2022,11,24,4,10/1/2022,11/1/2022,11/20/2022,Thursday,Fall,0
11/25/2022,2022,11,25,4,10/1/2022,11/1/2022,11/20/2022,Friday,Fall,0
11/26/2022,2022,11,26,4,10/1/2022,11/1/2022,11/20/2022,Saturday,Fall,1
11/27/2022,2022,11,27,4,10/1/2022,11/1/2022,11/27/2022,Sunday,Fall,1
11/28/2022,2022,11,28,4,10/1/2022,11/1/2022,11/27/2022,Monday,Fall,0
11/29/2022,2022,11,29,4,10/1/2022,11/1/2022,11/27/2022,Tuesday,Fall,0
11/30/2022,2022,11,30,4,10/1/2022,11/1/2022,11/27/2022,Wednesday,Fall,0
12/1/2022,2022,12,1,4,10/1/2022,12/1/2022,11/27/2022,Thursday,Winter,0
12/2/2022,2022,12,2,4,10/1/2022,12/1/2022,11/27/2022,Friday,Winter,0
12/3/2022,2022,12,3,4,10/1/2022,12/1/2022,11/27/2022,Saturday,Winter,1
12/4/2022,2022,12,4,4,10/1/2022,12/1/2022,12/4/2022,Sunday,Winter,1
12/5/2022,2022,12,5,4,10/1/2022,12/1/2022,12/4/2022,Monday,Winter,0
12/6/2022,2022,12,6,4,10/1/2022,12/1/2022,12/4/2022,Tuesday,Winter,0
12/7/2022,2022,12,7,4,10/1/2022,12/1/2022,12/4/2022,Wednesday,Winter,0
12/8/2022,2022,12,8,4,10/1/2022,12/1/2022,12/4/2022,Thursday,Winter,0
12/9/2022,2022,12,9,4,10/1/2022,12/1/2022,12/4/2022,Friday,Winter,0
12/10/2022,2022,12,10,4,10/1/2022,12/1/2022,12/4/2022,Saturday,Winter,1
12/11/2022,2022,12,11,4,10/1/2022,12/1/2022,12/11/2022,Sunday,Winter,1
12/12/2022,2022,12,12,4,10/1/2022,12/1/2022,12/11/2022,Monday,Winter,0
12/13/2022,2022,12,13,4,10/1/2022,12/1/2022,12/11/2022,Tuesday,Winter,0
12/14/2022,2022,12,14,4,10/1/2022,12/1/2022,12/11/2022,Wednesday,Winter,0
12/15/2022,2022,12,15,4,10/1/2022,12/1/2022,12/11/2022,Thursday,Winter,0
12/16/2022,2022,12,16,4,10/1/2022,12/1/2022,12/11/2022,Friday,Winter,0
12/17/2022,2022,12,17,4,10/1/2022,12/1/2022,12/11/2022,Saturday,Winter,1
12/18/2022,2022,12,18,4,10/1/2022,12/1/2022,12/18/2022,Sunday,Winter,1
12/19/2022,2022,12,19,4,10/1/2022,12/1/2022,12/18/2022,Monday,Winter,0
12/20/2022,2022,12,20,4,10/1/2022,12/1/2022,12/18/2022,Tuesday,Winter,0
12/21/2022,2022,12,21,4,10/1/2022,12/1/2022,12/18/2022,Wednesday,Winter,0
12/22/2022,2022,12,22,4,10/1/2022,12/1/2022,12/18/2022,Thursday,Winter,0
12/23/2022,2022,12,23,4,10/1/2022,12/1/2022,12/18/2022,Friday,Winter,0
12/24/2022,2022,12,24,4,10/1/2022,12/1/2022,12/18/2022,Saturday,Winter,1
12/25/2022,2022,12,25,4,10/1/2022,12/1/2022,12/25/2022,Sunday,Winter,1
12/26/2022,2022,12,26,4,10/1/2022,12/1/2022,12/25/2022,Monday,Winter,0
12/27/2022,2022,12,27,4,10/1/2022,12/1/2022,12/25/2022,Tuesday,Winter,0
12/28/2022,2022,12,28,4,10/1/2022,12/1/2022,12/25/2022,Wednesday,Winter,0
12/29/2022,2022,12,29,4,10/1/2022,12/1/2022,12/25/2022,Thursday,Winter,0
12/30/2022,2022,12,30,4,10/1/2022,12/1/2022,12/25/2022,Friday,Winter,0
12/31/2022,2022,12,31,4,10/1/2022,12/1/2022,12/25/2022,Saturday,Winter,1
1/1/2023,2023,1,1,1,1/1/2023,1/1/2023,1/1/2023,Sunday,Winter,1
1/2/2023,2023,1,2,1,1/1/2023,1/1/2023,1/1/2023,Monday,Winter,0
1/3/2023,2023,1,3,1,1/1/2023,1/1/2023,1/1/2023,Tuesday,Winter,0
1/4/2023,2023,1,4,1,1/1/2023,1/1/2023,1/1/2023,Wednesday,Winter,0
1/5/2023,2023,1,5,1,1/1/2023,1/1/2023,1/1/2023,Thursday,Winter,0
1/6/2023,2023,1,6,1,1/1/2023,1/1/2023,1/1/2023,Friday,Winter,0
1/7/2023,2023,1,7,1,1/1/2023,1/1/2023,1/1/2023,Saturday,Winter,1
1/8/2023,2023,1,8,1,1/1/2023,1/1/2023,1/8/2023,Sunday,Winter,1
1/9/2023,2023,1,9,1,1/1/2023,1/1/2023,1/8/2023,Monday,Winter,0
1/10/2023,2023,1,10,1,1/1/2023,1/1/2023,1/8/2023,Tuesday,Winter,0
1/11/2023,2023,1,11,1,1/1/2023,1/1/2023,1/8/2023,Wednesday,Winter,0
1/12/2023,2023,1,12,1,1/1/2023,1/1/2023,1/8/2023,Thursday,Winter,0
1/13/2023,2023,1,13,1,1/1/2023,1/1/2023,1/8/2023,Friday,Winter,0
1/14/2023,2023,1,14,1,1/1/2023,1/1/2023,1/8/2023,Saturday,Winter,1
1/15/2023,2023,1,15,1,1/1/2023,1/1/2023,1/15/2023,Sunday,Winter,1
1/16/2023,2023,1,16,1,1/1/2023,1/1/2023,1/15/2023,Monday,Winter,0
1/17/2023,2023,1,17,1,1/1/2023,1/1/2023,1/15/2023,Tuesday,Winter,0
1/18/2023,2023,1,18,1,1/1/2023,1/1/2023,1/15/2023,Wednesday,Winter,0
1/19/2023,2023,1,19,1,1/1/2023,1/1/2023,1/15/2023,Thursday,Winter,0
1/20/2023,2023,1,20,1,1/1/2023,1/1/2023,1/15/2023,Friday,Winter,0
1/21/2023,2023,1,21,1,1/1/2023,1/1/2023,1/15/2023,Saturday,Winter,1
1/22/2023,2023,1,22,1,1/1/2023,1/1/2023,1/22/2023,Sunday,Winter,1
1/23/2023,2023,1,23,1,1/1/2023,1/1/2023,1/22/2023,Monday,Winter,0
1/24/2023,2023,1,24,1,1/1/2023,1/1/2023,1/22/2023,Tuesday,Winter,0
1/25/2023,2023,1,25,1,1/1/2023,1/1/2023,1/22/2023,Wednesday,Winter,0
1/26/2023,2023,1,26,1,1/1/2023,1/1/2023,1/22/2023,Thursday,Winter,0
1/27/2023,2023,1,27,1,1/1/2023,1/1/2023,1/22/2023,Friday,Winter,0
1/28/2023,2023,1,28,1,1/1/2023,1/1/2023,1/22/2023,Saturday,Winter,1
1/29/2023,2023,1,29,1,1/1/2023,1/1/2023,1/29/2023,Sunday,Winter,1
1/30/2023,2023,1,30,1,1/1/2023,1/1/2023,1/29/2023,Monday,Winter,0
1/31/2023,2023,1,31,1,1/1/2023,1/1/2023,1/29/2023,Tuesday,Winter,0
2/1/2023,2023,2,1,1,1/1/2023,2/1/2023,1/29/2023,Wednesday,Winter,0
2/2/2023,2023,2,2,1,1/1/2023,2/1/2023,1/29/2023,Thursday,Winter,0
2/3/2023,2023,2,3,1,1/1/2023,2/1/2023,1/29/2023,Friday,Winter,0
2/4/2023,2023,2,4,1,1/1/2023,2/1/2023,1/29/2023,Saturday,Winter,1
2/5/2023,2023,2,5,1,1/1/2023,2/1/2023,2/5/2023,Sunday,Winter,1
2/6/2023,2023,2,6,1,1/1/2023,2/1/2023,2/5/2023,Monday,Winter,0
2/7/2023,2023,2,7,1,1/1/2023,2/1/2023,2/5/2023,Tuesday,Winter,0
2/8/2023,2023,2,8,1,1/1/2023,2/1/2023,2/5/2023,Wednesday,Winter,0
2/9/2023,2023,2,9,1,1/1/2023,2/1/2023,2/5/2023,Thursday,Winter,0
2/10/2023,2023,2,10,1,1/1/2023,2/1/2023,2/5/2023,Friday,Winter,0
2/11/2023,2023,2,11,1,1/1/2023,2/1/2023,2/5/2023,Saturday,Winter,1
2/12/2023,2023,2,12,1,1/1/2023,2/1/2023,2/12/2023,Sunday,Winter,1
2/13/2023,2023,2,13,1,1/1/2023,2/1/2023,2/12/2023,Monday,Winter,0
2/14/2023,2023,2,14,1,1/1/2023,2/1/2023,2/12/2023,Tuesday,Winter,0
2/15/2023,2023,2,15,1,1/1/2023,2/1/2023,2/12/2023,Wednesday,Winter,0
2/16/2023,2023,2,16,1,1/1/2023,2/1/2023,2/12/2023,Thursday,Winter,0
2/17/2023,2023,2,17,1,1/1/2023,2/1/2023,2/12/2023,Friday,Winter,0
2/18/2023,2023,2,18,1,1/1/2023,2/1/2023,2/12/2023,Saturday,Winter,1
2/19/2023,2023,2,19,1,1/1/2023,2/1/2023,2/19/2023,Sunday,Winter,1
2/20/2023,2023,2,20,1,1/1/2023,2/1/2023,2/19/2023,Monday,Winter,0
2/21/2023,2023,2,21,1,1/1/2023,2/1/2023,2/19/2023,Tuesday,Winter,0
2/22/2023,2023,2,22,1,1/1/2023,2/1/2023,2/19/2023,Wednesday,Winter,0
2/23/2023,2023,2,23,1,1/1/2023,2/1/2023,2/19/2023,Thursday,Winter,0
2/24/2023,2023,2,24,1,1/1/2023,2/1/2023,2/19/2023,Friday,Winter,0
2/25/2023,2023,2,25,1,1/1/2023,2/1/2023,2/19/2023,Saturday,Winter,1
2/26/2023,2023,2,26,1,1/1/2023,2/1/2023,2/26/2023,Sunday,Winter,1
2/27/2023,2023,2,27,1,1/1/2023,2/1/2023,2/26/2023,Monday,Winter,0
2/28/2023,2023,2,28,1,1/1/2023,2/1/2023,2/26/2023,Tuesday,Winter,0
3/1/2023,2023,3,1,1,1/1/2023,3/1/2023,2/26/2023,Wednesday,Spring,0
3/2/2023,2023,3,2,1,1/1/2023,3/1/2023,2/26/2023,Thursday,Spring,0
3/3/2023,2023,3,3,1,1/1/2023,3/1/2023,2/26/2023,Friday,Spring,0
3/4/2023,2023,3,4,1,1/1/2023,3/1/2023,2/26/2023,Saturday,Spring,1
3/5/2023,2023,3,5,1,1/1/2023,3/1/2023,3/5/2023,Sunday,Spring,1
3/6/2023,2023,3,6,1,1/1/2023,3/1/2023,3/5/2023,Monday,Spring,0
3/7/2023,2023,3,7,1,1/1/2023,3/1/2023,3/5/2023,Tuesday,Spring,0
3/8/2023,2023,3,8,1,1/1/2023,3/1/2023,3/5/2023,Wednesday,Spring,0
3/9/2023,2023,3,9,1,1/1/2023,3/1/2023,3/5/2023,Thursday,Spring,0
3/10/2023,2023,3,10,1,1/1/2023,3/1/2023,3/5/2023,Friday,Spring,0
3/11/2023,2023,3,11,1,1/1/2023,3/1/2023,3/5/2023,Saturday,Spring,1
3/12/2023,2023,3,12,1,1/1/2023,3/1/2023,3/12/2023,Sunday,Spring,1
3/13/2023,2023,3,13,1,1/1/2023,3/1/2023,3/12/2023,Monday,Spring,0
3/14/2023,2023,3,14,1,1/1/2023,3/1/2023,3/12/2023,Tuesday,Spring,0
3/15/2023,2023,3,15,1,1/1/2023,3/1/2023,3/12/2023,Wednesday,Spring,0
3/16/2023,2023,3,16,1,1/1/2023,3/1/2023,3/12/2023,Thursday,Spring,0
3/17/2023,2023,3,17,1,1/1/2023,3/1/2023,3/12/2023,Friday,Spring,0
3/18/2023,2023,3,18,1,1/1/2023,3/1/2023,3/12/2023,Saturday,Spring,1
3/19/2023,2023,3,19,1,1/1/2023,3/1/2023,3/19/2023,Sunday,Spring,1
3/20/2023,2023,3,20,1,1/1/2023,3/1/2023,3/19/2023,Monday,Spring,0
3/21/2023,2023,3,21,1,1/1/2023,3/1/2023,3/19/2023,Tuesday,Spring,0
3/22/2023,2023,3,22,1,1/1/2023,3/1/2023,3/19/2023,Wednesday,Spring,0
3/23/2023,2023,3,23,1,1/1/2023,3/1/2023,3/19/2023,Thursday,Spring,0
3/24/2023,2023,3,24,1,1/1/2023,3/1/2023,3/19/2023,Friday,Spring,0
3/25/2023,2023,3,25,1,1/1/2023,3/1/2023,3/19/2023,Saturday,Spring,1
3/26/2023,2023,3,26,1,1/1/2023,3/1/2023,3/26/2023,Sunday,Spring,1
3/27/2023,2023,3,27,1,1/1/2023,3/1/2023,3/26/2023,Monday,Spring,0
3/28/2023,2023,3,28,1,1/1/2023,3/1/2023,3/26/2023,Tuesday,Spring,0
3/29/2023,2023,3,29,1,1/1/2023,3/1/2023,3/26/2023,Wednesday,Spring,0
3/30/2023,2023,3,30,1,1/1/2023,3/1/2023,3/26/2023,Thursday,Spring,0
3/31/2023,2023,3,31,1,1/1/2023,3/1/2023,3/26/2023,Friday,Spring,0
4/1/2023,2023,4,1,1,4/1/2023,4/1/2023,3/26/2023,Saturday,Spring,1
4/2/2023,2023,4,2,2,4/1/2023,4/1/2023,4/2/2023,Sunday,Spring,1
4/3/2023,2023,4,3,2,4/1/2023,4/1/2023,4/2/2023,Monday,Spring,0
4/4/2023,2023,4,4,2,4/1/2023,4/1/2023,4/2/2023,Tuesday,Spring,0
4/5/2023,2023,4,5,2,4/1/2023,4/1/2023,4/2/2023,Wednesday,Spring,0
4/6/2023,2023,4,6,2,4/1/2023,4/1/2023,4/2/2023,Thursday,Spring,0
4/7/2023,2023,4,7,2,4/1/2023,4/1/2023,4/2/2023,Friday,Spring,0
4/8/2023,2023,4,8,2,4/1/2023,4/1/2023,4/2/2023,Saturday,Spring,1
4/9/2023,2023,4,9,2,4/1/2023,4/1/2023,4/9/2023,Sunday,Spring,1
4/10/2023,2023,4,10,2,4/1/2023,4/1/2023,4/9/2023,Monday,Spring,0
4/11/2023,2023,4,11,2,4/1/2023,4/1/2023,4/9/2023,Tuesday,Spring,0
4/12/2023,2023,4,12,2,4/1/2023,4/1/2023,4/9/2023,Wednesday,Spring,0
4/13/2023,2023,4,13,2,4/1/2023,4/1/2023,4/9/2023,Thursday,Spring,0
4/14/2023,2023,4,14,2,4/1/2023,4/1/2023,4/9/2023,Friday,Spring,0
4/15/2023,2023,4,15,2,4/1/2023,4/1/2023,4/9/2023,Saturday,Spring,1
4/16/2023,2023,4,16,2,4/1/2023,4/1/2023,4/16/2023,Sunday,Spring,1
4/17/2023,2023,4,17,2,4/1/2023,4/1/2023,4/16/2023,Monday,Spring,0
4/18/2023,2023,4,18,2,4/1/2023,4/1/2023,4/16/2023,Tuesday,Spring,0
4/19/2023,2023,4,19,2,4/1/2023,4/1/2023,4/16/2023,Wednesday,Spring,0
4/20/2023,2023,4,20,2,4/1/2023,4/1/2023,4/16/2023,Thursday,Spring,0
4/21/2023,2023,4,21,2,4/1/2023,4/1/2023,4/16/2023,Friday,Spring,0
4/22/2023,2023,4,22,2,4/1/2023,4/1/2023,4/16/2023,Saturday,Spring,1
4/23/2023,2023,4,23,2,4/1/2023,4/1/2023,4/23/2023,Sunday,Spring,1
4/24/2023,2023,4,24,2,4/1/2023,4/1/2023,4/23/2023,Monday,Spring,0
4/25/2023,2023,4,25,2,4/1/2023,4/1/2023,4/23/2023,Tuesday,Spring,0
4/26/2023,2023,4,26,2,4/1/2023,4/1/2023,4/23/2023,Wednesday,Spring,0
4/27/2023,2023,4,27,2,4/1/2023,4/1/2023,4/23/2023,Thursday,Spring,0
4/28/2023,2023,4,28,2,4/1/2023,4/1/2023,4/23/2023,Friday,Spring,0
4/29/2023,2023,4,29,2,4/1/2023,4/1/2023,4/23/2023,Saturday,Spring,1
4/30/2023,2023,4,30,2,4/1/2023,4/1/2023,4/30/2023,Sunday,Spring,1
5/1/2023,2023,5,1,2,4/1/2023,5/1/2023,4/30/2023,Monday,Spring,0
5/2/2023,2023,5,2,2,4/1/2023,5/1/2023,4/30/2023,Tuesday,Spring,0
5/3/2023,2023,5,3,2,4/1/2023,5/1/2023,4/30/2023,Wednesday,Spring,0
