Date,Mode,Ridership,Pct_PrePandemic
1/16/2024,MetroNorth,178389,0.66
1/16/2024,AccessARide,29826,1.05
1/16/2024,StatenIsland,712714,82
1/16/2024,Bridges_Tunnels,5414,33
1/17/2024,Subways,3616923,0.7
1/17/2024,Buses,1193111,0.58
1/17/2024,LIRR,217173,0.72
1/17/2024,MetroNorth,199986,0.74
1/17/2024,AccessARide,32054,1.13
1/17/2024,StatenIsland,863242,99
1/17/2024,Bridges_Tunnels,6891,42
1/18/2024,Subways,3655850,0.71
1/18/2024,Buses,1235693,0.6
1/18/2024,LIRR,217911,0.72
1/18/2024,MetroNorth,197257,0.73
1/18/2024,AccessARide,32318,1.14
1/18/2024,StatenIsland,896766,103
1/18/2024,Bridges_Tunnels,7014,43
1/19/2024,Subways,3176408,0.62
1/19/2024,Buses,1109408,0.54
1/19/2024,LIRR,191999,0.64
1/19/2024,MetroNorth,171490,0.64
1/19/2024,AccessARide,27175,0.96
1/19/2024,StatenIsland,793429,91
1/19/2024,Bridges_Tunnels,5330,33
1/20/2024,Subways,2024041,0.75
1/20/2024,Buses,677335,0.57
1/20/2024,LIRR,96128,0.99
1/20/2024,MetroNorth,82817,0.64
1/20/2024,AccessARide,15487,1.07
1/20/2024,StatenIsland,758923,99
1/20/2024,Bridges_Tunnels,1926,47
1/21/2024,Subways,1576126,0.75
1/21/2024,Buses,548497,0.6
1/21/2024,LIRR,78041,0.94
1/21/2024,MetroNorth,66955,0.74
1/21/2024,AccessARide,17147,1.27
1/21/2024,StatenIsland,718777,105
1/21/2024,Bridges_Tunnels,1482,54
1/22/2024,Subways,3305387,0.64
1/22/2024,Buses,1210644,0.59
1/22/2024,LIRR,209302,0.69
1/22/2024,MetroNorth,185181,0.69
1/22/2024,AccessARide,30092,1.06
1/22/2024,StatenIsland,841078,97
1/22/2024,Bridges_Tunnels,6558,40
1/23/2024,Subways,3652488,0.71
1/23/2024,Buses,1264199,0.62
1/23/2024,LIRR,233311,0.77
1/23/2024,MetroNorth,205300,0.76
1/23/2024,AccessARide,33111,1.17
1/23/2024,StatenIsland,864670,100
1/23/2024,Bridges_Tunnels,7194,44
1/24/2024,Subways,3666907,0.71
1/24/2024,Buses,1247798,0.61
1/24/2024,LIRR,223928,0.74
1/24/2024,MetroNorth,201969,0.75
1/24/2024,AccessARide,33082,1.17
1/24/2024,StatenIsland,867077,100
1/24/2024,Bridges_Tunnels,7027,43
1/25/2024,Subways,3681867,0.72
1/25/2024,Buses,1256481,0.61
1/25/2024,LIRR,223766,0.74
1/25/2024,MetroNorth,199560,0.74
1/25/2024,AccessARide,32517,1.15
1/25/2024,StatenIsland,890573,102
1/25/2024,Bridges_Tunnels,6845,42
1/26/2024,Subways,3380816,0.66
1/26/2024,Buses,1193175,0.58
1/26/2024,LIRR,213749,0.71
1/26/2024,MetroNorth,184511,0.69
1/26/2024,AccessARide,31329,1.11
1/26/2024,StatenIsland,913609,105
1/26/2024,Bridges_Tunnels,5681,35
1/27/2024,Subways,2283244,0.84
1/27/2024,Buses,801262,0.67
1/27/2024,LIRR,117555,1.21
1/27/2024,MetroNorth,102600,0.79
1/27/2024,AccessARide,19099,1.32
1/27/2024,StatenIsland,853000,112
1/27/2024,Bridges_Tunnels,2409,59
1/28/2024,Subways,1549077,0.74
1/28/2024,Buses,535857,0.58
1/28/2024,LIRR,75177,0.91
1/28/2024,MetroNorth,66794,0.74
1/28/2024,AccessARide,17473,1.29
1/28/2024,StatenIsland,712530,104
1/28/2024,Bridges_Tunnels,1455,53
1/29/2024,Subways,3297571,0.64
1/29/2024,Buses,1211703,0.59
1/29/2024,LIRR,214890,0.71
1/29/2024,MetroNorth,187702,0.7
1/29/2024,AccessARide,29367,1.04
1/29/2024,StatenIsland,838882,97
1/29/2024,Bridges_Tunnels,6755,41
1/30/2024,Subways,3717520,0.72
1/30/2024,Buses,1284597,0.63
1/30/2024,LIRR,230931,0.76
1/30/2024,MetroNorth,207896,0.77
1/30/2024,AccessARide,32782,1.16
1/30/2024,StatenIsland,868230,100
1/30/2024,Bridges_Tunnels,7744,47
1/31/2024,Subways,3808584,0.74
1/31/2024,Buses,1325692,0.65
1/31/2024,LIRR,228148,0.76
1/31/2024,MetroNorth,204353,0.76
1/31/2024,AccessARide,33417,1.18
1/31/2024,StatenIsland,882805,102
1/31/2024,Bridges_Tunnels,7651,47
2/1/2024,Subways,3814682,0.7
2/1/2024,Buses,1337508,0.62
2/1/2024,LIRR,214275,0.71
2/1/2024,MetroNorth,189621,0.7
2/1/2024,AccessARide,33540,1.14
2/1/2024,StatenIsland,911954,103
2/1/2024,Bridges_Tunnels,7465,46
2/2/2024,Subways,3457807,0.64
2/2/2024,Buses,1239617,0.58
2/2/2024,LIRR,200395,0.66
2/2/2024,MetroNorth,174044,0.65
2/2/2024,AccessARide,32175,1.09
2/2/2024,StatenIsland,917639,104
2/2/2024,Bridges_Tunnels,6207,38
2/3/2024,Subways,2324038,0.81
2/3/2024,Buses,808103,0.64
2/3/2024,LIRR,113576,1.21
2/3/2024,MetroNorth,102310,0.78
2/3/2024,AccessARide,20070,1.23
2/3/2024,StatenIsland,845878,102
2/3/2024,Bridges_Tunnels,2357,55
2/4/2024,Subways,1742107,0.79
2/4/2024,Buses,626299,0.64
2/4/2024,LIRR,86327,1.1
2/4/2024,MetroNorth,77083,0.85
2/4/2024,AccessARide,20480,1.22
2/4/2024,StatenIsland,790429,105
2/4/2024,Bridges_Tunnels,1746,62
2/5/2024,Subways,3481777,0.64
2/5/2024,Buses,1297578,0.6
2/5/2024,LIRR,218879,0.72
2/5/2024,MetroNorth,190181,0.71
2/5/2024,AccessARide,31372,1.07
2/5/2024,StatenIsland,855224,97
2/5/2024,Bridges_Tunnels,7053,44
2/6/2024,Subways,3857533,0.71
2/6/2024,Buses,1346868,0.63
2/6/2024,LIRR,233524,0.77
2/6/2024,MetroNorth,208252,0.77
2/6/2024,AccessARide,33618,1.14
2/6/2024,StatenIsland,880296,100
2/6/2024,Bridges_Tunnels,7709,48
2/7/2024,Subways,3900992,0.72
2/7/2024,Buses,1341486,0.62
2/7/2024,LIRR,229426,0.76
2/7/2024,MetroNorth,202871,0.75
2/7/2024,AccessARide,34799,1.18
2/7/2024,StatenIsland,896482,101
2/7/2024,Bridges_Tunnels,7655,47
2/8/2024,Subways,3903673,0.72
2/8/2024,Buses,1350925,0.63
2/8/2024,LIRR,232069,0.77
2/8/2024,MetroNorth,198010,0.74
2/8/2024,AccessARide,34386,1.17
2/8/2024,StatenIsland,937494,106
2/8/2024,Bridges_Tunnels,7442,46
2/9/2024,Subways,3547321,0.65
2/9/2024,Buses,1268268,0.59
2/9/2024,LIRR,218909,0.72
2/9/2024,MetroNorth,185475,0.69
2/9/2024,AccessARide,32233,1.1
2/9/2024,StatenIsland,953705,108
2/9/2024,Bridges_Tunnels,6121,38
2/10/2024,Subways,2385448,0.83
2/10/2024,Buses,795892,0.63
2/10/2024,LIRR,118074,1.26
2/10/2024,MetroNorth,99942,0.76
2/10/2024,AccessARide,20462,1.26
2/10/2024,StatenIsland,876746,105
2/10/2024,Bridges_Tunnels,2596,61
2/11/2024,Subways,1774698,0.81
2/11/2024,Buses,628400,0.64
2/11/2024,LIRR,83832,1.07
2/11/2024,MetroNorth,73614,0.81
2/11/2024,AccessARide,20610,1.22
2/11/2024,StatenIsland,759996,101
2/11/2024,Bridges_Tunnels,1769,63
2/12/2024,Subways,3374596,0.62
2/12/2024,Buses,1254403,0.58
2/12/2024,LIRR,212628,0.7
2/12/2024,MetroNorth,185118,0.69
2/12/2024,AccessARide,30323,1.03
2/12/2024,StatenIsland,888941,101
2/12/2024,Bridges_Tunnels,6132,38
2/13/2024,Subways,2273584,0.42
2/13/2024,Buses,724893,0.34
2/13/2024,LIRR,166803,0.55
2/13/2024,MetroNorth,134355,0.5
2/13/2024,AccessARide,23271,0.79
2/13/2024,StatenIsland,480178,54
2/13/2024,Bridges_Tunnels,3641,23
2/14/2024,Subways,3963628,0.73
2/14/2024,Buses,1282121,0.6
2/14/2024,LIRR,230505,0.76
2/14/2024,MetroNorth,201686,0.75
2/14/2024,AccessARide,32796,1.11
2/14/2024,StatenIsland,909016,103
2/14/2024,Bridges_Tunnels,7645,47
2/15/2024,Subways,3874860,0.71
2/15/2024,Buses,1305830,0.61
2/15/2024,LIRR,228885,0.76
2/15/2024,MetroNorth,202704,0.75
2/15/2024,AccessARide,33402,1.14
2/15/2024,StatenIsland,948001,107
2/15/2024,Bridges_Tunnels,7500,46
2/16/2024,Subways,3504536,0.65
2/16/2024,Buses,1225865,0.57
2/16/2024,LIRR,210552,0.7
2/16/2024,MetroNorth,186547,0.69
2/16/2024,AccessARide,32442,1.1
2/16/2024,StatenIsland,962249,109
2/16/2024,Bridges_Tunnels,6269,39
2/17/2024,Subways,2178047,0.76
2/17/2024,Buses,680638,0.54
2/17/2024,LIRR,95271,1.02
2/17/2024,MetroNorth,92423,0.71
2/17/2024,AccessARide,17545,1.08
2/17/2024,StatenIsland,769698,93
2/17/2024,Bridges_Tunnels,2038,48
2/18/2024,Subways,1850840,0.84
2/18/2024,Buses,604537,0.62
2/18/2024,LIRR,89877,1.15
2/18/2024,MetroNorth,81659,0.9
2/18/2024,AccessARide,18975,1.13
2/18/2024,StatenIsland,794483,105
2/18/2024,Bridges_Tunnels,1720,61
2/19/2024,Subways,2244741,1.02
2/19/2024,Buses,842548,0.86
2/19/2024,LIRR,96569,1.24
2/19/2024,MetroNorth,85973,0.94
2/19/2024,AccessARide,17585,1.04
2/19/2024,StatenIsland,814165,108
2/19/2024,Bridges_Tunnels,3007,107
2/20/2024,Subways,3490990,0.64
2/20/2024,Buses,1201850,0.56
2/20/2024,LIRR,233827,0.77
2/20/2024,MetroNorth,207099,0.77
2/20/2024,AccessARide,32208,1.09
2/20/2024,StatenIsland,895208,101
2/20/2024,Bridges_Tunnels,7023,43
2/21/2024,Subways,3591484,0.66
2/21/2024,Buses,1222440,0.57
2/21/2024,LIRR,230058,0.76
2/21/2024,MetroNorth,201074,0.75
2/21/2024,AccessARide,33590,1.14
2/21/2024,StatenIsland,892324,101
2/21/2024,Bridges_Tunnels,7112,44
2/22/2024,Subways,3588173,0.66
2/22/2024,Buses,1212903,0.56
2/22/2024,LIRR,225465,0.74
2/22/2024,MetroNorth,195315,0.73
2/22/2024,AccessARide,32702,1.11
2/22/2024,StatenIsland,924554,105
2/22/2024,Bridges_Tunnels,6674,41
2/23/2024,Subways,3219121,0.59
2/23/2024,Buses,1126271,0.52
2/23/2024,LIRR,208527,0.69
2/23/2024,MetroNorth,182348,0.68
2/23/2024,AccessARide,30262,1.03
2/23/2024,StatenIsland,916874,104
2/23/2024,Bridges_Tunnels,5479,34
2/24/2024,Subways,2308808,0.8
2/24/2024,Buses,788962,0.62
2/24/2024,LIRR,114816,1.23
2/24/2024,MetroNorth,98942,0.76
2/24/2024,AccessARide,19456,1.2
2/24/2024,StatenIsland,866204,104
2/24/2024,Bridges_Tunnels,2407,56
2/25/2024,Subways,1740477,0.79
2/25/2024,Buses,608010,0.62
2/25/2024,LIRR,88104,1.13
2/25/2024,MetroNorth,78248,0.86
2/25/2024,AccessARide,19822,1.18
2/25/2024,StatenIsland,822624,109
2/25/2024,Bridges_Tunnels,1800,64
2/26/2024,Subways,3439079,0.63
2/26/2024,Buses,1275320,0.59
2/26/2024,LIRR,217914,0.72
2/26/2024,MetroNorth,187542,0.7
2/26/2024,AccessARide,30867,1.05
2/26/2024,StatenIsland,873604,99
2/26/2024,Bridges_Tunnels,6969,43
2/27/2024,Subways,3802458,0.7
2/27/2024,Buses,1332209,0.62
2/27/2024,LIRR,233207,0.77
2/27/2024,MetroNorth,208042,0.77
2/27/2024,AccessARide,33571,1.14
2/27/2024,StatenIsland,893537,101
2/27/2024,Bridges_Tunnels,7659,47
2/28/2024,Subways,3784177,0.7
2/28/2024,Buses,1290829,0.6
2/28/2024,LIRR,228110,0.75
2/28/2024,MetroNorth,199671,0.74
2/28/2024,AccessARide,33664,1.14
2/28/2024,StatenIsland,889784,101
2/28/2024,Bridges_Tunnels,7428,46
2/29/2024,Subways,3905888,0.72
2/29/2024,Buses,1334777,0.62
2/29/2024,LIRR,232010,0.77
2/29/2024,MetroNorth,204828,0.76
2/29/2024,AccessARide,33637,1.14
2/29/2024,StatenIsland,957616,108
2/29/2024,Bridges_Tunnels,7295,45
3/1/2024,Subways,3573658,0.64
3/1/2024,Buses,1276428,0.57
3/1/2024,LIRR,181633,0.58
3/1/2024,MetroNorth,157348,0.57
3/1/2024,AccessARide,33416,1.12
3/1/2024,StatenIsland,968878,105
3/1/2024,Bridges_Tunnels,6220,39
3/2/2024,Subways,2094029,0.68
3/2/2024,Buses,689029,0.52
3/2/2024,LIRR,98266,0.91
3/2/2024,MetroNorth,85586,0.63
3/2/2024,AccessARide,19380,1.14
3/2/2024,StatenIsland,823629,95
3/2/2024,Bridges_Tunnels,2084,41
3/3/2024,Subways,1961510,0.86
3/3/2024,Buses,686787,0.69
3/3/2024,LIRR,93906,1.08
3/3/2024,MetroNorth,85095,0.9
3/3/2024,AccessARide,21351,1.21
3/3/2024,StatenIsland,857039,106
3/3/2024,Bridges_Tunnels,1981,63
3/4/2024,Subways,3539671,0.64
3/4/2024,Buses,1319592,0.59
3/4/2024,LIRR,219565,0.7
3/4/2024,MetroNorth,188845,0.68
3/4/2024,AccessARide,32231,1.08
3/4/2024,StatenIsland,887009,96
3/4/2024,Bridges_Tunnels,7229,45
3/5/2024,Subways,3819514,0.69
3/5/2024,Buses,1263377,0.56
3/5/2024,LIRR,236999,0.76
3/5/2024,MetroNorth,204515,0.74
3/5/2024,AccessARide,34277,1.15
3/5/2024,StatenIsland,868487,94
3/5/2024,Bridges_Tunnels,7344,46
3/6/2024,Subways,3865589,0.69
3/6/2024,Buses,1273337,0.57
3/6/2024,LIRR,225080,0.72
3/6/2024,MetroNorth,198040,0.72
3/6/2024,AccessARide,35207,1.18
3/6/2024,StatenIsland,890058,97
3/6/2024,Bridges_Tunnels,7555,47
3/7/2024,Subways,3893731,0.7
3/7/2024,Buses,1334827,0.6
3/7/2024,LIRR,226926,0.72
3/7/2024,MetroNorth,197659,0.72
3/7/2024,AccessARide,34235,1.15
3/7/2024,StatenIsland,941815,102
3/7/2024,Bridges_Tunnels,7414,46
3/8/2024,Subways,3685219,0.66
3/8/2024,Buses,1291469,0.58
3/8/2024,LIRR,226372,0.72
3/8/2024,MetroNorth,192899,0.7
3/8/2024,AccessARide,34613,1.16
3/8/2024,StatenIsland,987695,107
3/8/2024,Bridges_Tunnels,6588,41
3/9/2024,Subways,2128635,0.69
3/9/2024,Buses,747405,0.56
3/9/2024,LIRR,113368,1.05
3/9/2024,MetroNorth,97183,0.72
3/9/2024,AccessARide,19661,1.16
3/9/2024,StatenIsland,857351,98
3/9/2024,Bridges_Tunnels,2174,43
3/10/2024,Subways,1803578,0.79
3/10/2024,Buses,630566,0.63
3/10/2024,LIRR,90567,1.04
3/10/2024,MetroNorth,77768,0.82
3/10/2024,AccessARide,20080,1.14
3/10/2024,StatenIsland,818114,101
3/10/2024,Bridges_Tunnels,1750,56
3/11/2024,Subways,3497588,0.63
3/11/2024,Buses,1270081,0.57
3/11/2024,LIRR,218755,0.7
3/11/2024,MetroNorth,188108,0.68
3/11/2024,AccessARide,31600,1.06
3/11/2024,StatenIsland,869087,94
3/11/2024,Bridges_Tunnels,6854,43
3/12/2024,Subways,3988438,0.72
3/12/2024,Buses,1370319,0.61
3/12/2024,LIRR,239002,0.76
3/12/2024,MetroNorth,213584,0.77
3/12/2024,AccessARide,34978,1.18
3/12/2024,StatenIsland,911441,99
3/12/2024,Bridges_Tunnels,7820,49
3/13/2024,Subways,4024943,0.72
3/13/2024,Buses,1377062,0.61
3/13/2024,LIRR,237603,0.76
3/13/2024,MetroNorth,212582,0.77
3/13/2024,AccessARide,36469,1.23
3/13/2024,StatenIsland,937527,102
3/13/2024,Bridges_Tunnels,8100,51
3/14/2024,Subways,4049186,0.73
3/14/2024,Buses,1368263,0.61
3/14/2024,LIRR,240124,0.77
3/14/2024,MetroNorth,211962,0.77
3/14/2024,AccessARide,36111,1.21
3/14/2024,StatenIsland,970105,105
3/14/2024,Bridges_Tunnels,7658,48
3/15/2024,Subways,3643013,0.65
3/15/2024,Buses,1275542,0.57
3/15/2024,LIRR,227481,0.73
3/15/2024,MetroNorth,199285,0.72
3/15/2024,AccessARide,33266,1.12
3/15/2024,StatenIsland,986807,107
3/15/2024,Bridges_Tunnels,6558,41
3/16/2024,Subways,2553056,0.83
3/16/2024,Buses,838318,0.63
3/16/2024,LIRR,138156,1.28
3/16/2024,MetroNorth,129667,0.96
3/16/2024,AccessARide,20796,1.23
3/16/2024,StatenIsland,924262,106
3/16/2024,Bridges_Tunnels,3108,61
3/17/2024,Subways,1972170,0.86
3/17/2024,Buses,625861,0.63
3/17/2024,LIRR,103993,1.2
3/17/2024,MetroNorth,86964,0.92
3/17/2024,AccessARide,20237,1.15
3/17/2024,StatenIsland,862748,107
3/17/2024,Bridges_Tunnels,2078,66
3/18/2024,Subways,3482565,0.63
3/18/2024,Buses,1296423,0.58
3/18/2024,LIRR,221451,0.71
3/18/2024,MetroNorth,190770,0.69
3/18/2024,AccessARide,31905,1.07
3/18/2024,StatenIsland,895292,97
3/18/2024,Bridges_Tunnels,7072,44
3/19/2024,Subways,3869116,0.69
3/19/2024,Buses,1336910,0.6
3/19/2024,LIRR,242771,0.77
3/19/2024,MetroNorth,210028,0.76
3/19/2024,AccessARide,34899,1.17
3/19/2024,StatenIsland,909501,99
3/19/2024,Bridges_Tunnels,7795,49
3/20/2024,Subways,3886104,0.7
3/20/2024,Buses,1334002,0.6
3/20/2024,LIRR,234446,0.75
3/20/2024,MetroNorth,206030,0.75
3/20/2024,AccessARide,35998,1.21
3/20/2024,StatenIsland,927404,101
3/20/2024,Bridges_Tunnels,7700,48
3/21/2024,Subways,3862248,0.69
3/21/2024,Buses,1317112,0.59
3/21/2024,LIRR,228782,0.73
3/21/2024,MetroNorth,200037,0.73
3/21/2024,AccessARide,35097,1.18
3/21/2024,StatenIsland,947309,103
3/21/2024,Bridges_Tunnels,7292,46
3/22/2024,Subways,3581959,0.64
3/22/2024,Buses,1251225,0.56
3/22/2024,LIRR,225175,0.72
3/22/2024,MetroNorth,187489,0.68
3/22/2024,AccessARide,33549,1.13
3/22/2024,StatenIsland,975518,106
3/22/2024,Bridges_Tunnels,6299,39
3/23/2024,Subways,1863863,0.61
3/23/2024,Buses,587004,0.44
3/23/2024,LIRR,95770,0.89
3/23/2024,MetroNorth,77331,0.57
3/23/2024,AccessARide,17633,1.04
3/23/2024,StatenIsland,733638,84
3/23/2024,Bridges_Tunnels,1766,35
3/24/2024,Subways,1912946,0.83
3/24/2024,Buses,653413,0.66
3/24/2024,LIRR,95973,1.11
3/24/2024,MetroNorth,80451,0.85
3/24/2024,AccessARide,22334,1.27
3/24/2024,StatenIsland,861573,107
3/24/2024,Bridges_Tunnels,1890,60
3/25/2024,Subways,3583716,0.64
3/25/2024,Buses,1281676,0.57
3/25/2024,LIRR,224068,0.71
3/25/2024,MetroNorth,192720,0.7
3/25/2024,AccessARide,31947,1.07
3/25/2024,StatenIsland,902281,98
3/25/2024,Bridges_Tunnels,7032,44
3/26/2024,Subways,3969793,0.71
3/26/2024,Buses,1355991,0.6
3/26/2024,LIRR,239790,0.77
3/26/2024,MetroNorth,211566,0.77
3/26/2024,AccessARide,34874,1.17
3/26/2024,StatenIsland,914666,99
3/26/2024,Bridges_Tunnels,7754,49
3/27/2024,Subways,4014011,0.72
3/27/2024,Buses,1342695,0.6
3/27/2024,LIRR,241268,0.77
3/27/2024,MetroNorth,207744,0.75
3/27/2024,AccessARide,35627,1.2
3/27/2024,StatenIsland,943920,102
3/27/2024,Bridges_Tunnels,7628,48
3/28/2024,Subways,3910547,0.7
3/28/2024,Buses,1223847,0.55
3/28/2024,LIRR,239840,0.77
3/28/2024,MetroNorth,200583,0.73
3/28/2024,AccessARide,34416,1.16
3/28/2024,StatenIsland,954143,104
3/28/2024,Bridges_Tunnels,6780,42
3/29/2024,Subways,3372535,0.61
3/29/2024,Buses,1096254,0.49
3/29/2024,LIRR,241583,0.77
3/29/2024,MetroNorth,198343,0.72
3/29/2024,AccessARide,30293,1.02
3/29/2024,StatenIsland,966343,105
3/29/2024,Bridges_Tunnels,5092,32
3/30/2024,Subways,2526569,0.82
3/30/2024,Buses,801723,0.6
3/30/2024,LIRR,135355,1.25
3/30/2024,MetroNorth,111061,0.82
3/30/2024,AccessARide,19891,1.17
3/30/2024,StatenIsland,906427,104
3/30/2024,Bridges_Tunnels,2748,54
3/31/2024,Subways,1936295,0.84
3/31/2024,Buses,606411,0.61
3/31/2024,LIRR,121273,1.4
3/31/2024,MetroNorth,98458,1.04
3/31/2024,AccessARide,23316,1.32
3/31/2024,StatenIsland,933446,116
3/31/2024,Bridges_Tunnels,2096,67
4/1/2024,Subways,3321989,0.6
4/1/2024,Buses,1168598,0.53
4/1/2024,LIRR,208291,0.67
4/1/2024,MetroNorth,180107,0.63
4/1/2024,AccessARide,30083,1.04
4/1/2024,StatenIsland,917643,98
4/1/2024,Bridges_Tunnels,6053,37
4/2/2024,Subways,3900061,0.7
4/2/2024,Buses,1247638,0.57
4/2/2024,LIRR,234615,0.76
4/2/2024,MetroNorth,206753,0.72
4/2/2024,AccessARide,34415,1.19
4/2/2024,StatenIsland,889922,95
4/2/2024,Bridges_Tunnels,7289,45
4/3/2024,Subways,3890305,0.7
4/3/2024,Buses,1162660,0.53
4/3/2024,LIRR,222764,0.72
4/3/2024,MetroNorth,195001,0.68
4/3/2024,AccessARide,34971,1.21
4/3/2024,StatenIsland,851814,91
4/3/2024,Bridges_Tunnels,6815,42
4/4/2024,Subways,4100733,0.74
4/4/2024,Buses,1339531,0.61
4/4/2024,LIRR,232730,0.75
4/4/2024,MetroNorth,201745,0.7
4/4/2024,AccessARide,34712,1.2
4/4/2024,StatenIsland,957042,102
4/4/2024,Bridges_Tunnels,7180,44
4/5/2024,Subways,3800800,0.68
4/5/2024,Buses,1263607,0.58
4/5/2024,LIRR,225107,0.73
4/5/2024,MetroNorth,202580,0.71
4/5/2024,AccessARide,34503,1.19
4/5/2024,StatenIsland,981699,104
4/5/2024,Bridges_Tunnels,6309,39
4/6/2024,Subways,2477127,0.78
4/6/2024,Buses,822825,0.62
4/6/2024,LIRR,128106,1.12
4/6/2024,MetroNorth,117095,0.79
4/6/2024,AccessARide,21444,1.29
4/6/2024,StatenIsland,928096,102
4/6/2024,Bridges_Tunnels,2555,50
4/7/2024,Subways,1899641,0.78
4/7/2024,Buses,651153,0.66
4/7/2024,LIRR,101624,1.11
4/7/2024,MetroNorth,94103,0.91
4/7/2024,AccessARide,21759,1.17
4/7/2024,StatenIsland,875089,101
4/7/2024,Bridges_Tunnels,2033,62
4/8/2024,Subways,3506719,0.63
4/8/2024,Buses,1258402,0.58
4/8/2024,LIRR,220359,0.71
4/8/2024,MetroNorth,194106,0.68
4/8/2024,AccessARide,31777,1.1
4/8/2024,StatenIsland,879783,93
4/8/2024,Bridges_Tunnels,6873,42
4/9/2024,Subways,4042674,0.72
4/9/2024,Buses,1366571,0.63
4/9/2024,LIRR,251964,0.81
4/9/2024,MetroNorth,228390,0.8
4/9/2024,AccessARide,36151,1.25
4/9/2024,StatenIsland,965630,103
4/9/2024,Bridges_Tunnels,7937,49
4/10/2024,Subways,3791945,0.68
4/10/2024,Buses,1245909,0.57
4/10/2024,LIRR,235585,0.76
4/10/2024,MetroNorth,216591,0.75
4/10/2024,AccessARide,35534,1.23
4/10/2024,StatenIsland,946464,101
4/10/2024,Bridges_Tunnels,7115,44
4/11/2024,Subways,4000485,0.72
4/11/2024,Buses,1315916,0.6
4/11/2024,LIRR,241215,0.78
4/11/2024,MetroNorth,205013,0.71
4/11/2024,AccessARide,35354,1.22
4/11/2024,StatenIsland,963140,102
4/11/2024,Bridges_Tunnels,7326,45
4/12/2024,Subways,3668439,0.66
4/12/2024,Buses,1240823,0.57
4/12/2024,LIRR,225168,0.73
4/12/2024,MetroNorth,191755,0.67
4/12/2024,AccessARide,33701,1.16
4/12/2024,StatenIsland,979494,104
4/12/2024,Bridges_Tunnels,6265,39
4/13/2024,Subways,2535112,0.8
4/13/2024,Buses,824356,0.62
4/13/2024,LIRR,120351,1.05
4/13/2024,MetroNorth,110542,0.74
4/13/2024,AccessARide,21606,1.3
4/13/2024,StatenIsland,930759,102
4/13/2024,Bridges_Tunnels,2609,51
4/14/2024,Subways,2068885,0.85
4/14/2024,Buses,664358,0.67
4/14/2024,LIRR,103711,1.13
4/14/2024,MetroNorth,93633,0.91
4/14/2024,AccessARide,21766,1.17
4/14/2024,StatenIsland,897470,104
4/14/2024,Bridges_Tunnels,2145,66
4/15/2024,Subways,3704177,0.66
4/15/2024,Buses,1319005,0.6
4/15/2024,LIRR,233386,0.75
4/15/2024,MetroNorth,203835,0.71
4/15/2024,AccessARide,32975,1.14
4/15/2024,StatenIsland,933433,99
4/15/2024,Bridges_Tunnels,7374,45
4/16/2024,Subways,4033514,0.72
4/16/2024,Buses,1370151,0.63
4/16/2024,LIRR,243835,0.79
4/16/2024,MetroNorth,220030,0.77
4/16/2024,AccessARide,35869,1.24
4/16/2024,StatenIsland,941739,100
4/16/2024,Bridges_Tunnels,8017,49
4/17/2024,Subways,4021256,0.72
4/17/2024,Buses,1347870,0.62
4/17/2024,LIRR,243323,0.78
4/17/2024,MetroNorth,214829,0.75
4/17/2024,AccessARide,35970,1.24
4/17/2024,StatenIsland,942089,100
4/17/2024,Bridges_Tunnels,7805,48
4/18/2024,Subways,3966226,0.71
4/18/2024,Buses,1303010,0.6
4/18/2024,LIRR,230634,0.74
4/18/2024,MetroNorth,203859,0.71
4/18/2024,AccessARide,34816,1.2
4/18/2024,StatenIsland,955479,102
4/18/2024,Bridges_Tunnels,7271,45
4/19/2024,Subways,3705782,0.66
4/19/2024,Buses,1278086,0.58
4/19/2024,LIRR,223518,0.72
4/19/2024,MetroNorth,205809,0.72
4/19/2024,AccessARide,33749,1.17
4/19/2024,StatenIsland,1000275,106
4/19/2024,Bridges_Tunnels,6252,39
4/20/2024,Subways,2537525,0.8
4/20/2024,Buses,830016,0.62
4/20/2024,LIRR,125999,1.1
4/20/2024,MetroNorth,123804,0.83
4/20/2024,AccessARide,21228,1.27
4/20/2024,StatenIsland,949195,104
4/20/2024,Bridges_Tunnels,2793,55
4/21/2024,Subways,1918237,0.79
4/21/2024,Buses,651681,0.66
4/21/2024,LIRR,101817,1.11
4/21/2024,MetroNorth,98834,0.96
4/21/2024,AccessARide,20807,1.11
4/21/2024,StatenIsland,873632,101
4/21/2024,Bridges_Tunnels,2017,62
4/22/2024,Subways,3219677,0.58
4/22/2024,Buses,1146285,0.52
4/22/2024,LIRR,229680,0.74
4/22/2024,MetroNorth,206229,0.72
4/22/2024,AccessARide,29919,1.03
4/22/2024,StatenIsland,902943,96
4/22/2024,Bridges_Tunnels,6171,38
4/23/2024,Subways,3522218,0.63
4/23/2024,Buses,1176798,0.54
4/23/2024,LIRR,238274,0.77
4/23/2024,MetroNorth,221191,0.77
4/23/2024,AccessARide,31727,1.1
4/23/2024,StatenIsland,869972,92
4/23/2024,Bridges_Tunnels,7063,44
4/24/2024,Subways,3608010,0.65
4/24/2024,Buses,1180243,0.54
4/24/2024,LIRR,233010,0.75
4/24/2024,MetroNorth,215927,0.75
4/24/2024,AccessARide,32658,1.13
4/24/2024,StatenIsland,880348,94
4/24/2024,Bridges_Tunnels,6847,42
4/25/2024,Subways,3723894,0.67
4/25/2024,Buses,1191480,0.55
4/25/2024,LIRR,242243,0.78
